Label	rev_id	comment	year	logged_in	ns	sample	split
0	308339129.0	"  Actually, only one sign in the movie says that, and it was written by an activist shown briefly, so the actual spelling is ""prawn"".     == ""Command Module"" ==  In the plot summary, it says that Christopher had the command module under his house and flew to the mothership in it. However, in the movie it is implied that it's not a command module but some sort of ship, and the only reason Christopher needed it was to get to the mothership. If nobody disagrees, I will change it to say that.   "	2009	True	article	blocked	train
0	467471622.0	Sahrawi Youth Union. 	2011	True	article	blocked	train
0	291824761.0	  ==Titanic Material added to article==  The content of your sandbox page outlining additional factors involved in the sinking of RMS Titanic was well written, and outshone much of the material on Wikipedia's main article. I intend to do some work on the page in the near future (I added something about the sea trials), but in the mean time have transferred some of the material from the sandbox page into the main article, in the hope that there it will receive more frequent amendation. Since the sandbox appears to have been unmodified since 2007, I thought this a sensible thing to do.  Given the p    	2009	True	user	random	train
0	111394714.0	  :Sorry, didn't see that at first.  I just saw that he had edited some articles.  Thanks.   	2007	True	user	random	test
0	144339094.0	 Welcome  Hello and welcome to Wikipedia.  We appreciate encyclopedic contributions, but some of your recent contributions seem to be advertising or for promotional purposes.  Wikipedia does not allow advertising in articles.  For more information on this, see *Policy on neutral point of view *Guideline on spam *Guideline on external links *Guideline on conflict of interest If you still have questions, there is a new contributor's help page, or you can write {{helpme}} below this message along with a question and someone will be along to answer it shortly.  You may also find the following pages useful for a general introduction to Wikipedia. *The five pillars of Wikipedia *How to edit a page *Help pages *Tutorial *How to write a great article *Manual of Style I hope you enjoy editing Wikipedia!  Please sign your name on talk pages using four tildes (~~~~); this will automatically produce your name and the date. Feel free to write a note on the bottom of my talk page if you want to get in touch with me. Again, welcome!  	2007	True	user	random	train
0	337165101.0	  :Kwami, the unblock has not taken effect. I can't contact you directly on you talk. Please respond. (I won't care as soon as it goes away, btw.)   	2010	True	user	blocked	train
0	138117706.0	Please do not add inappropriate external links to Wikipedia. Wikipedia is not a mere directory of links nor should it be used for advertising or promotion.  Inappropriate links include (but are not limited to) links to personal web sites, links to web sites with which you are affiliated, and links that exist to attract visitors to a web site or promote a product.  See the external links guideline and spam policies for further explanations of links that are considered appropriate.  If you feel the link should be added to the article, then please discuss it on the article's talk page rather than re-adding it. See the welcome page to learn more about Wikipedia. Thank you.   	2007	True	user	random	train
0	598472219.0	it was in the wrong place or	2014	True	user	random	train
0	200517115.0	 :: And my email adress: Alden.Jone@gmail.com	2008	True	user	blocked	dev
0	277007873.0	  Does anyone know where the 6 for €8 fosters is gone? havnt seen that feckin pack lately	2009	False	article	blocked	train
0	196925362.0	 :Are you saying Quinn is fringe or Quinn's argument on gays is fringe? I'm not sure Quinn himself is fringe. Ed Decker on the other hand... I'd say if consensus around the definition of a fringe critic could be built and fringe critics could be identified, a better place for their criticisms would be the Anti-Mormonism article. That would be consistent with WP:FRINGE because it would place the criticisms in context. That being said, I do agree with your identification of Quinn as an openly gay critic, given the nature of his criticism.   	2008	True	article	random	train
0	679474510.0	  == Uma Thurman ==  Hello, Noreplyhaha! If you'd like to make a case for undoing my edits to the Uma Thurman entry, I'd love to know what your reasons are. I think my edits are all justified for the reasons I stated in the comments, and I will be re-entering them unless there is an important reason not to.    	2015	True	user	blocked	dev
0	650142814.0	  ==RILW180MMEF-BEK== Hiya TheLongTone, yeah that was just an accident, sorry   	2015	True	user	blocked	dev
0	296635498.0	racisim. Obviously it has failed.]]  	2009	False	user	blocked	train
0	430561626.0	  Ok. hey there is a favor i need from you.   	2011	True	user	random	train
0	334517895.0	  The reason that Morocco is not a member of the AU is because the organization admitted the SADR as a full member.  The AU covers the entire continent except for Morocco, which opposes the membership of Western Sahara as the Sahrawi Arab Democratic Republic. However, Morocco has a special status within the AU and benefits from the services available to all AU states from the institutions of the AU...(from article AU)  But the former king, Hassan II, did say Morocco was a tree with it's roots in Africa and it's branches in Europe.   	2009	False	article	random	test
0	583054026.0	Cor-Bon Please read comment in article's talk page before editing. If there are any comments address it there.	2013	True	user	blocked	train
0	307239574.0	"  == More information about the moschee ==  Muderis Ali Efendi is a Mosque in Prizren. Name  xhamia “Muderis Ali efendi”  Build on  1581  Imam is Bashkim Spahiu  Religion is  Osman Bekteshi  Founder Ali Efendi is buried in the garden. Used as a red cross center in WWII, fair amount of damage. Famous for the 1908 three yearboykot of catholic shops.    ==sources==   Category:Religious_Places_in_Prizren      Sources  http://sq.wikibooks.org/wiki/Vitviteja/Xhamia_n%C3%AB_Shqipni#cite_note-RDI199-5  More  http://books.google.com/books?id=GCRjKdrmqqEC&pg;=PA205&lpg;=PA205&dq;=%22Ali-Efendi%22+prizren&source;=bl&ots;=_-4Pnw-yX1&sig;=dxobsmuISm6v-B_38O_SnV5D1hI&hl;=en&ei;=DYuASumIMdCJ_ga17fTnBw&sa;=X&oi;=book_result&ct;=result&resnum;=2#v=onepage&q;=%22Ali-Efendi%22%20prizren&f;=false Kosovo  By Gail Warrander, Verena Knaus:  ==Quote== http://www.asmakat.com/prizenlihayat.htm  Müderris Ali Efendi: ......Müderris Ali Efendi, Prizren’de bir medrese kurmuş ve bu medresede öğretmenlik yapmıştır.  Baydavi’nin Kur’an tefsirini de yorumlayan Müderris Ali Efendi’nin cenazesi,  1581 yılında yapılmış olan ve aynı adı taşıyan caminin avlusundaki bir türbededir.  """"  Müderris Ali Efendi, Prizren'de founded a madrasah and a teacher at the madrasah yapmıştır. Baydavi 'interpretation of the Qur'an, the commentary Müderris Ali Efendi's funeral, was built in 1581 and bearing the same name as the mosque's courtyard is a shrine.""""   Possible source: http://www.aneks8komisija.com.ba/main.php?id_struct=50〈=4&action;=view&id;=2405  """""" The vakufnama is dated 15 Dhu l-Qa’dah 1171, i.e. 21 July 1758, the date when Mehmed paša legalized it in the sarai (sarayi alide) of the Bosnian vali in Travnik before the Travnik judge in the presence of the muteveli, one Ali-efendi, son of Husejnbeg.  The document reveals that he had erected at his own cost and endowed on that date the following buildings: """"""    "	2009	True	user	blocked	train
0	147050045.0	" {| cellspacing=""0"" style=""width:238px;background:#E0E8FF"" | style=""width:45px;height:45px;background:#99B3FF;text-align:center;font-size:8pt"" | chauvin-0 | style=""font-size:8pt;padding:4pt;line-height:1.25em"" | This user chooses not to listen to ultra-nationalist rhetoric, of whatever nation. |}  "	2007	True	user	blocked	train
0	340544766.0	  *Per your request, now in your userspace at .   	2010	True	user	random	train
1	315709771.0	FUCKING BITCHES THAT ARE READING THIS. JASENM222 SUCKS FAT DICK.FUCKING BITCHES THAT ARE READING THIS. JASENM222 SUCKS FAT DICK.FUCKING BITCHES THAT ARE READING THIS. JASENM222 SUCKS FAT DICK.FUCKING BITCHES THAT ARE READING THIS. JASENM222 SUCKS FAT DICK.FUCKING BITCHES THAT ARE READING THIS. JASENM222 SUCKS FAT DICK.FUCKING BITCHES THAT ARE READING THIS. JASENM222 SUCKS FAT DICK.FUCKING BITCHES THAT ARE READING THIS. JASENM222 SUCKS FAT DICK.FUCKING BITCHES THAT ARE READING THIS. JASENM222 SUCKS FAT DICK.FUCKING BITCHES THAT ARE READING THIS. JASENM222 SUCKS FAT DICK.FUCKING BITCHES THAT ARE READING THIS. JASENM222 SUCKS FAT DICK.FUCKING BITCHES THAT ARE READING THIS. JASENM222 SUCKS FAT DICK.FUCKING BITCHES THAT ARE READING THIS. JASENM222 SUCKS FAT DICK.FUCKING BITCHES THAT ARE READING THIS. JASENM222 SUCKS FAT DICK.FUCKING BITCHES THAT ARE READING THIS. JASENM222 SUCKS FAT DICK.FUCKING BITCHES THAT ARE READING THIS. JASENM222 SUCKS FAT DICK.FUCKING BITCHES THAT ARE READING THIS. JASENM222 SUCKS FAT DICK.FUCKING BITCHES THAT ARE READING THIS. JASENM222 SUCKS FAT DICK.FUCKING BITCHES THAT ARE READING THIS. JASENM222 SUCKS FAT DICK.FUCKING BITCHES THAT ARE READING THIS. JASENM222 SUCKS FAT DICK.FUCKING BITCHES THAT ARE READING THIS. JASENM222 SUCKS FAT DICK.FUCKING BITCHES THAT ARE READING THIS. JASENM222 SUCKS FAT DICK.FUCKING BITCHES THAT ARE READING THIS. JASENM222 SUCKS FAT DICK.FUCKING BITCHES THAT ARE READING THIS. JASENM222 SUCKS FAT DICK.FUCKING BITCHES THAT ARE READING THIS. JASENM222 SUCKS FAT DICK.FUCKING BITCHES THAT ARE READING THIS. JASENM222 SUCKS FAT DICK.FUCKING BITCHES THAT ARE READING THIS. JASENM222 SUCKS FAT DICK.FUCKING BITCHES THAT ARE READING THIS. JASENM222 SUCKS FAT DICK.FUCKING BITCHES THAT ARE READING THIS. JASENM222 SUCKS FAT DICK.FUCKING BITCHES THAT ARE READING THIS. JASENM222 SUCKS FAT DICK.FUCKING BITCHES THAT ARE READING THIS. JASENM222 SUCKS FAT DICK.FUCKING BITCHES THAT ARE READING THIS. JASENM222 SUCKS FAT DICK.FUCKING BITCHES THAT ARE READING THIS. JASENM222 SUCKS FAT DICK.FUCKING BITCHES THAT ARE READING THIS. JASENM222 SUCKS FAT DICK.FUCKING BITCHES THAT ARE READING THIS. JASENM222 SUCKS FAT DICK.FUCKING BITCHES THAT ARE READING THIS. JASENM222 SUCKS FAT DICK.FUCKING BITCHES THAT ARE READING THIS. JASENM222 SUCKS FAT DICK.FUCKING BITCHES THAT ARE READING THIS. JASENM222 SUCKS FAT DICK.FUCKING BITCHES THAT ARE READING THIS. JASENM222 SUCKS FAT DICK.FUCKING BITCHES THAT ARE READING THIS. JASENM222 SUCKS FAT DICK.FUCKING BITCHES THAT ARE READING THIS. JASENM222 SUCKS FAT DICK.FUCKING BITCHES THAT ARE READING THIS. JASENM222 SUCKS FAT DICK.FUCKING BITCHES THAT ARE READING THIS. JASENM222 SUCKS FAT DICK.FUCKING BITCHES THAT ARE READING THIS. JASENM222 SUCKS FAT DICK.FUCKING BITCHES THAT ARE READING THIS. JASENM222 SUCKS FAT DICK.FUCKING BITCHES THAT ARE READING THIS. JASENM222 SUCKS FAT DICK.FUCKING BITCHES THAT ARE READING THIS. JASENM222 SUCKS FAT DICK.FUCKING BITCHES THAT ARE READING THIS. JASENM222 SUCKS FAT DICK.FUCKING BITCHES THAT ARE READING THIS. JASENM222 SUCKS FAT DICK.FUCKING BITCHES THAT ARE READING THIS. JASENM222 SUCKS FAT DICK.FUCKING BITCHES THAT ARE READING THIS. JASENM222 SUCKS FAT DICK.FUCKING BITCHES THAT ARE READING THIS. JASENM222 SUCKS FAT DICK.FUCKING BITCHES THAT ARE READING THIS. JASENM222 SUCKS FAT DICK.FUCKING BITCHES THAT ARE READING THIS. JASENM222 SUCKS FAT DICK.FUCKING BITCHES THAT ARE READING THIS. JASENM222 SUCKS FAT DICK.FUCKING BITCHES THAT ARE READING THIS. JASENM222 SUCKS FAT DICK.FUCKING BITCHES THAT ARE READING THIS. JASENM222 SUCKS FAT DICK.FUCKING BITCHES THAT ARE READING THIS. JASENM222 SUCKS FAT DICK.FUCKING BITCHES THAT ARE READING THIS. JASENM222 SUCKS FAT DICK.FUCKING BITCHES THAT ARE READING THIS. JASENM222 SUCKS FAT DICK.FUCKING BITCHES THAT ARE READING THIS. JASENM222 SUCKS FAT DICK.FUCKING BITCHES THAT ARE READING THIS. JASENM222 SUCKS FAT DICK.FUCKING BITCHES THAT ARE READING THIS. JASENM222 SUCKS FAT DICK.FUCKING BITCHES THAT ARE READING THIS. JASENM222 SUCKS FAT DICK.FUCKING BITCHES THAT ARE READING THIS. JASENM222 SUCKS FAT DICK.FUCKING BITCHES THAT ARE READING THIS. JASENM222 SUCKS FAT DICK.FUCKING BITCHES THAT ARE READING THIS. JASENM222 SUCKS FAT DICK.FUCKING BITCHES THAT ARE READING THIS. JASENM222 SUCKS FAT DICK.FUCKING BITCHES THAT ARE READING THIS. JASENM222 SUCKS FAT DICK.FUCKING BITCHES THAT ARE READING THIS. JASENM222 SUCKS FAT DICK.FUCKING BITCHES THAT ARE READING THIS. JASENM222 SUCKS FAT DICK.FUCKING BITCHES THAT ARE READING THIS. JASENM222 SUCKS FAT DICK.FUCKING BITCHES THAT ARE READING THIS. JASENM222 SUCKS FAT DICK.FUCKING BITCHES THAT ARE READING THIS. JASENM222 SUCKS FAT DICK.FUCKING BITCHES THAT ARE READING THIS. JASENM222 SUCKS FAT DICK.FUCKING BITCHES THAT ARE READING THIS. JASENM222 SUCKS FAT DICK.FUCKING BITCHES THAT ARE READING THIS. JASENM222 SUCKS FAT DICK.FUCKING BITCHES THAT ARE READING THIS. JASENM222 SUCKS FAT DICK.FUCKING BITCHES THAT ARE READING THIS. JASENM222 SUCKS FAT DICK.FUCKING 	2009	True	user	blocked	train
0	411853701.0	 :Yes.  I'm doing it often enough, I'll have to create a redirect.  —    	2011	True	article	random	train
0	356803392.0	"  == High Tech Postcode Recommended ==   An Irish Cross Party Parliamentary (Oireachtas) Committee has recommended the implementation of a unique Identifier Postcode  for Ireland according to ""The Post Codes Report"" as reflected in the Irish Examiner. The code now recommended will be such that it can be supported on google maps, iphones and GPS and will be capable of a unique postcode for each property.  The report questions any plan to introduce a broad area code which is unable to identify properties and states that the proposal for a D04 123 type code may make address ambiguity and problems with finding properties in Ireland even worse.  The report is from the Joint Communications Committee of the Irish Parliament and includes members of most political parties. It was published on 31 March 2010 and will lead to a significant revision of existing proposals  Late on 1st April, the full report was released and is available for download here There is considerable mention of the use of GPS in relation to the new code in the report and both the HSE and the GeoComputation Centre in NUI Maynooth are quoted as being strongly in favour of a code which provides a unique identifier such as is achieved with a GPS related code..   On 14th April, the report was followed by the cancellation for the tender for a consultant to advise the Minister for Communications on the implementation of a Postcode in Ireland.   "	2010	True	article	random	train
1	350617652.0	so many ppl tlk on dis stoopid site i swear they must be retarded	2010	False	article	blocked	train
0	668561939.0	  So... the proof there was a massacre rather than a lack of planning as indicated by overwhelming evidence is that Joachim Pieper's troops killed other people? By that definition all armies in the world are responsible for every massacre throughout history. Also, IHR is respecable as a source, it publishes a peer reviewed magazine which is sometimes used under google scholar, just look it up @ scholar.google.com.  	2015	True	article	blocked	dev
0	69663410.0	 :You can do what you want, there are some neutral users and mediators will come to handle your POV.  ''''''  |   	2006	True	article	random	train
0	323378462.0	"  == GA Review II ==  I'm sorry to say this, but I have to fail this article's GAN. The several major problems that  brought up in this article's previous GA assessment have not been issued. As s/he has said before me, ""he article's WP:LEAD should be longer. The History, Media attention, Academics, Student Government, Demographics, Trivia, and Additional Information section are very deficient in citiations. Also, Triva and Additional information should be integrated into the rest of the article."" Again, please look over WP:WIAGA and fix these problem, then renominate it for GA-class. However, I have re-assessed this article as B-class, as it does meet B-class criteria. My regards,   "	2009	True	article	random	train
0	573481832.0	"  == I give up, what does ""non-RS"" mean? ==  16 September 2013      (diff | hist) . . Uplift Universe‎; 16:24 . . (-114)‎ . . ‎Nikkimaria (talk | contribs)‎ (rm non-RS)   "	2013	True	user	random	train
0	406976979.0	  Did you remove my post on the discussion page for Dog Latin too? Harry Potter spells are relevant for that article because that's obviously the most prominent use of Dog Latin in popular culture. How could you have no mention of Harry Potter incantations in the Dog Latin article? Seems to me you're a partisan trying to censor stuff that you don't agree with.	2011	False	user	blocked	train
0	503887956.0	General ==== * No dab links. Great work! * No dead links. Great work!  ==== 	2012	True	article	random	train
0	334374465.0	 on your recommendation	2009	True	article	blocked	train
0	10157088.0	  == Kevin was a Malicious Hacker ===  The term hacker is ther term adopted by the media in general and by the hackers themselves. I am entirely familliar with the MIT use of the term, I worked at MIT. It is unfortunate that the crackers have appropriated this term but they have been successful in doing so. Attempting to redefine the term at this stage is futile.  If you want to refine the term, point out that Kevin was frequently vindictive and malicious. He is also pretty unrepentant, he still whines about the length of the prison term he got, I don't think it was enough. Kevin is still a hussler, its just that his latest scam, security consulting is at least legal even if it is difficult to see how any client could trust him.   	2005	True	article	random	train
0	468834641.0	"Biberian's 2007 secondary source is also misrepresented by the article == If statements in individual sources require that the introduction says cold fusion researchers are ""a small community"" and that ""mainstream scientists"" perceive the field as the remains of controversy, without specific quantification or any of the abundant opposing points of view, then why aren't we required to report the conclusions of Biberian 2007 which says, ""proof that nuclear reactions not predicted by current theories occur ... has been established""?    :Primarily WP:UNDUE. The ""proof"" has no support in mainstream sources.     == "	2011	True	article	blocked	test
0	283097376.0	  :I promise to never do ANYTHING bad again. """"	2009	False	user	blocked	dev
0	60847285.0	 June 2006 (UTC)  ==== Hi there! ==== Are you Filipino? (Reply at the Talk Section of | My Talk Page   :Yes, why? Are you? Hehe... Anyway, since we are talking about Filipinos, have you heard about Filipino Biscuits?   15:07, 27	2006	True	user	random	test
0	529516833.0	 :::::::Hiya, nope ) I don't remotely believe the ceremonial post is notable, I believe 1853-2002 is notable. Cheers   	2012	True	user	random	train
0	123774818.0	  :I have also notified the other keep !voters of this discussion here.   •  	2007	True	user	random	dev
0	282797385.0	"  ===Unblocked=== As per your email request, I have unblocked your account; as I said in the email, please make sure you read our policy on external links before adding links to more articles, as we have very strict rules on what can and can't be included. –  "	2009	True	user	random	train
0	184680716.0	This is from the ketamine page as a red link.  This was a big deal when it happened but it's hard to find any solid info on it.  Maybe by starting the page here, additional facts can come forward.    	2008	True	article	blocked	train
0	118531212.0	  ::Me. I would be most grateful for including material on the medieval superbridge at Trezzo sull'Adda. Why? Because this bridge must have been amazing as it doubled the longest span of stone bridges then (from 37 to 72). Still, the briidge is almost unknown, as nobody covers the subject.   ::There is also a claim that the Etruscans build very early on stone arch bridges (earlier than both Greeks and Romans). Two of them are included in Structurae, but I am not sure whether these are still the original structures. Including the Etruscans in a comprehensive history of stone arch bridges would definitely be an almost revolutionary thing.  ::For the timeline, see also * Trajan's Bridge - longest span for a 1000 years * Ponte Santa Trinità - first elliptical arch bridge * Steinerne Brücke in Regensburg, Germany - model for many medieval bridges to come * Pont Saint-Bénezet - IMHO this bridge could be the first segmental arch bridge in Europe. What we need is the span-rise-ratio. Regards  	2007	True	article	blocked	train
0	225599070.0	"  == Now it has ""Quick facts"" sections, so you know its worthy of an encyclopedia. ==  Well, Andreas can't demand only one reviewer so that his work is simpler; that's not in the encyclopedia's best interests is it? His idea that I don't review his article—even when I just made one minor, and entirely justified point anyway—smacks of WP:OWN too. I don't see why you should feel down, either way.  Changing the topic: what's Bionic Test?   "	2008	True	user	random	train
0	373547717.0	" ::How about recognizing that the citation isn't really one - and most certainly doesn't merit a section in the article? Seems to be in the ""desperation to make the source seem notable"" category  "	2010	True	article	random	dev
0	651833626.0	  Then why not add volcanion & Missingno & "1 to the list. They were known and obtainable in the first generation. Also you could get a ghost, not a ghost type pokemon but a literal ghost and a hand in the first generation. If they are going to list pokemon with no pokedex entry whatsoever, then I think they'd better include them all, right. - Cheez.	2015	True	article	random	test
0	74295173.0	 Perhaps a mention of this fact should be made?  	2006	True	article	random	train
0	56333646.0	Mccready, I strongly advise you to take Jim Butler's words to heart.  He's pointing out the very same problems with your editing that others have pointed out before.  If someone disagrees with your edit, do not just keep putting it back.  Continued biased editing and excessive reverts can be grounds for a disruption block.  We have a high degree of tolerance here,  but continuing to try the community's patience is a bad thing.      	2006	True	user	random	test
0	151408488.0	 ::::::Thanks for the discussion. I'll return to this once the edit-warring and disruptions are once again brought back under control.  	2007	True	article	random	train
0	157422178.0	 *How about if we wait a week in which I promise not to edit any pages and then if I keep my prmise, we can set a date for the block to be lifted at that point.  	2007	True	user	blocked	test
0	622975561.0	  == Please help me to stop my page being deleted == Hi I do not want my wiki page (The Celestial hunt) to be deleted. Please help me and tell me fixes about the page.	2014	True	user	random	train
0	74776557.0	  ==Stability== There seem to be plenty of edits to this article in recent days, and there's one section marked as being subject to large changes as an event approaches, and according to the Good Article criteria, an article has to be stable. Is this article being edited alot now?  	2006	True	article	random	train
0	238530135.0	These charts and pictures, that are not real photographs, look like something frm a D&D; video game. Do people who believe in electrons play lots of Warcraft because they have small penis's?  	2008	False	article	blocked	train
1	164969000.0	  SUZANNE IS A LOSER!!!	2007	False	article	random	dev
0	73196394.0	  ==Doc== See my note on  Wikipedia talk:Template doc page pattern. Rgds,   09:36 1  September 2006 (GMT).	2006	True	user	random	train
0	224634700.0	Doesn't matter to me. I just wanted to test you.   	2008	True	user	blocked	test
